keyvar;school;type_sch;sec_lev;respnum;v01;v02;v03;v04;v05;v0601;v0602;v0603;v0604;v0605;v0606;v0607;v0607a;v07;v080;v081;v082;v083;v084;v085;v08a;v090;v091;v092;v093;v09a;v1001;v1002;v1003;v1004;v1005;v1006;v11;v12;v130;v131;v132;v133;v13a;v140;v141;v142;v143;v14a;v150;v151;v152;v153;v15a;v160;v161;v162;v163;v16a;v170;v171;v172;v173;v17a;v18;v19;v20;v21;v2201;v2202;v2203;v2204;v2205;v2206;v2207;v2207a;v23;v240;v241;v242;v243;v25;v26;v27;v28a0;v28a1;v28a2;v28b0;v28b1;v28b2;v28c0;v28c1;v28c2;v2901;v2902;v2903;v2904;v30;v31;v32;v33;v34;v35;v360;v361;v37;v37_1;v37a;v37a1;v37b;v37b1;v38;v3901;v3902;v3903;v3904;v3905;v3906;v3907;v3908;v4001;v4002;v4003;v4004;v41;v42;v43;v44;v4501;v4502;v4503;v4504;v4505;v4506;v4507;v4508;v4509;v46;v47;v48;v48a;v49;v49a;v50;v50a;v5101;v5102;v5103;v5104;v5105;v5201;v5202;v5203;v5301;v5302;v5303;v5304;v5305;v5306;v54;v54a;v54b;v55;v55a;v55b;v56;v56a;v56b;v57;v57a;v57b;v58;v58a;v58b;v59;v59a;v59b;v60;v60a;v60b;del_ern;crime_types;unsafe_nh;ethnicity;dutch;surinam_antillian;moroccan_turkish
7167;63;71;0;6371002;1;5;5;3;2;2;1;1;1;1;1;2; ;2;4;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;1;1;2;2;4;5;0;0;0;7;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;0;0;0;0;2;2;5;7;2;1;1;1;1;1;2; ;1;1;0;0;0;1;1;11;1; ; ;1; ; ;1; ; ;2;0;0;0;8;2;2;8;5;2;1;0;1;1; ; ; ; ;1;1;1;1;1;1;1;1;1;3;5;5;2;2;1;3;3;1;3;1;1;5;5;5;5;5;1;1;1; ;1; ;1; ;1;1;1;3;1;4;4;4;2;2;3;2;4;3;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7168;63;71;0;6371003;2;4;5;2;1;1;1;1;1;2;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;6;1;1;1;1;1;1;2; ;3;7;0;0;0;2;3;11;1; ; ;1; ; ;1;3; ;0;4;4;0;8;2;2;8;5;2;14;0;7;7; ; ; ; ;6;1;2;2;1;1;1;2;1;9;9;9;2;2;2;3;3;1;1;1;1;5;5;5;5;5;2;1;1; ;1; ;1; ;1;1;1;3;2;4;3;4;3;3;3;2;7;6;1; ;1;1; ;1;1; ;1;2;1;9;1; ;1;1; ;1;1; ;1;0;1;1;3;0;0;1
7177;63;71;0;6371012;2;4;5;3;5;4;5;4;4;4;5;2; ;5;5;0;0;0;0;0;0;4;0;0;0;0;2;2;2;1;3;2;3;4;6;0;0;0;0;2;0;0;0;0;3;0;0;0;0;5;0;0;0;0;2;0;0;0;0;6;6;5;5;2;1;1;1;2;4;2; ;2;3;0;0;0;2;2;11;1; ; ;1; ; ;1;3; ;0;0;1;1;8;2;2;8;5;2;1;0;1;1; ; ; ; ;1;2;1;3;1;1;2;3;1;4;4;5;2;1;3;3;3;3;4;1;1;5;5;5;5;5;2;1;1; ;1; ;1; ;1;2;2;2;2;3;3;4;3;1;7;1;7;7;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7179;63;71;0;6371014;1;5;4;3;2;2;2;3;1;1;1;2; ;2;4;0;0;0;0;0;0;2;0;0;0;0;3;1;1;1;3;1;2;3;2;3;4;0;0;3;5;7;8;0;3;6;7;0;0;2;3;5;0;0;2;0;0;0;0;6;6;3;4;1;1;1;1;1;1;2; ;2;1;0;0;0;1;1;11;1; ; ;1; ; ;3; ; ;0;1;0;0;8;2;2;8;2;2;1;0;1;1; ; ; ; ;2;2;3;1;5;1;4;5;1;1;1;1;2;2;1;4;3;4;9;4;2;4;4;4;1;9;3;3;1; ;1; ;1; ;1;1;1;3;2;4;3;4;2;2;4;1;7;4;2;8;2;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;1;2,75;1;1;0;0
7181;63;71;0;6371016;1;4;5;1;1;1;1;1;1;2;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;6;1;1;1;1;1;1;2; ;1;1;0;0;0;1;1;11;1; ; ;1; ; ;3; ; ;0;0;0;1;8;2;2;8;2;2;1;0;2;2; ; ; ; ;3;2;1;3;2;1;1;2;1;4;5;5;4;2;1;2;3;2;1;1;1;5;5;5;5;5;2;2;1; ;1; ;1; ;2;1;1;3;1;4;4;4;2;4;4;2;7;2;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7182;63;71;0;6371017;1;5;4;2;2;2;1;1;1;1;1;2; ;2;10;0;0;0;0;0;het was een keertje;1;0;0;0;0;2;1;1;1;1;1;2;2;5;0;0;0;0;1;0;0;0;0;6;0;0;0;0;2;3;0;0;0;1;0;0;0;0;6;1;1;7;1;2;1;1;1;1;2; ;1;1;0;0;0;1;1;11;1; ; ;1; ; ;3; ; ;0;0;0;1;8;2;2;8;2;2;1;0;1;1; ; ; ; ;1;1;1;1;1;1;1;2;1;5;3;5;4;2;1;3;3;1;4;1;4;5;5;5;5;5;1;1;1; ;1; ;1; ;1;1;1;3;1;4;4;4;3;4;4;3;6;4;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7184;63;71;0;6371019;1;5;4;5;2;2;2;1;4;4;2;1;boek en eten werd   afgepakt;2;2;10;0;0;0;0;buiten school;2;4;0;0;0;5;2;1;2;2;2;2;4;4;6;0;0;0;5;6;8;0;0;5;0;0;0;0;5;0;0;0;0;2;0;0;0;0;6;5;3;6;2;1;1;1;2;1;2; ;2;8;0;0;0;2;2;11;1; ; ;1; ; ;1; ; ;2;0;0;0;8;2;2;8;2;2;1;8;6;6; ; ; ; ;1;1;1;1;1;1;1;3;5;3;3;5;3;2;2;3;2;3;2;1;1;5;5;5;5;5;2;3;1; ;1; ;1; ;2;1;1;2;2;4;4;4;4;1;2;1;7;6;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7185;63;71;0;6371020;2;5;3;2;2;2;2;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;2;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;1;1;1;1;1;1;2; ;1;1;0;0;0;1;1;11;1; ; ;1; ; ;1; ; ;1;0;0;0;8;2;2;8;2;2;1;2;99;99; ; ; ; ;1;2;2;2;1;1;1;1;1;3;3;5;3;2;2;3;3;2;3;1;2;5;5;5;5;5;3;2;2;10;1; ;1; ;1;1;1;3;2;4;4;4;3;3;4;3;5;4;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7186;63;71;0;6371021;1;5;4;4;2;2;1;1;2;2;1;1;hele tijd dingen over me zeggen;1;1;0;0;0;0;0;0;1;0;0;0;0;2;1;1;2;1;1;2;2;6;0;0;0;0;8;0;0;0;0;7;10;0;0;tante;2;0;0;0;0;8;0;0;0;0;6;3;2;7;2;1;1;1;1;1;2; ;2;1;0;0;0;1;1;11;1; ; ;1; ; ;1;3; ;1;0;0;1;8;2;2;8;3;2;1;0;1;1; ; ; ; ;1;3;2;3;1;2;1;3;1;4;4;5;3;1;1;4;3;1;3;1;1;4;5;4;4;3;2;1;2;8;1; ;1; ;2;1;1;3;1;4;3;4;2;2;4;2;6;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;2;1;1;0;0
7190;45;13;6;4513603;2;5;5;2;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;2;2;2;1;2;2;2;2; ;3;8;0;0;0;2;2;12;1; ; ;1; ; ;1;3; ;0;1;1;0;3;2;2;8;2;2;1;0;4;4; ; ; ; ;6;2;2;2;1;1;5;2;1;4;5;5;4;2;2;3;3;3;5;2;1;4;5;4;5;4;3;2;1; ;1; ;2;11;2;1;2;3;1;4;3;4;5;2;1;1;3;3;2;6;2;1; ;1;2;11;2;1; ;1;1; ;1;1; ;1;1; ;1;0;2;1,6;1;1;0;0
7192;45;13;6;4513605;1;4;5;2;1;1;1;1;2;2;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;2;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;2;1;1;1;1;2;2; ;1;1;0;0;0;1;1;13;1; ; ;1; ; ;1;3; ;1;1;0;0;8;2;2;8;3;2;1;0;2;2; ; ; ; ;1;1;2;3;1;1;1;3;1;5;1;5;5;2;1;3;3;2;3;1;1;5;4;5;5;5;2;1;1; ;1; ;1; ;3;1;2;2;2;4;4;4;5;2;3;1;7;3;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1,2;1;1;0;0
7193;45;13;6;4513606;2;5;5;2;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;2;1;2;1;1;3;2; ;4;7;8;0;0;2;2;12;1; ; ;1; ; ;3; ; ;0;1;0;0;7;2;2;8;3;2;1;0;3;3; ; ; ; ;6;3;1;2;2;1;1;3;1;5;5;5;4;2;1;3;3;1;5;1;2;5;5;5;5;5;2;1;2;12;1; ;1; ;2;2;3;3;1;4;2;4;2;3;7;2;6;7;1; ;1;1; ;1;1; ;1;2;10;1;1; ;1;1; ;1;1; ;1;0;1;1;1;1;0;0
7194;45;13;6;4513607;1;5;5;3;1;1;1;1;1;2;1;2; ;1;1;0;0;0;0;0;0;3;0;0;0;0;1;1;1;1;2;1;2;5;4;5;9;10;negeren;99;99;99;99;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;6;2;1;1;1;2;1;2; ;2;6;7;0;0;2;3;12;1; ; ;1; ; ;3; ; ;0;0;0;1;8;2;2;8;2;2;1;0;4;4; ; ; ; ;6;1;1;1;1;1;1;3;1;5;4;5;3;2;1;3;3;1;1;1;1;5;5;5;5;5;1;1;1; ;1; ;1; ;2;1;2;3;1;4;3;4;6;2;2;2;3;3;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7197;45;13;6;4513610;1;5;5;3;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;1;1;1;2;1;1;2; ;1;1;0;0;0;1;1;13;1; ; ;1; ; ;3; ; ;0;0;0;1;8;2;2;8;3;2;1;0;5;5;Gereformeerd;0; ; ;3;1;1;2;2;1;1;3;1;5;4;5;2;2;1;2;3;4;5;4;3;3;5;3;4;5;2;2;1; ;1; ;1; ;1;2;2;3;2;4;4;4;4;3;9;2;7;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;2;1;1;0;0
7200;45;13;6;4513613;2;4;5;3;1;1;1;1;2;1;1;2; ;1;2;0;0;0;0;0;0;1;0;0;0;0;1;1;1;2;1;1;2;3;5;9;0;0;0;11;0;0;0;je hebt jezelf ermee;1;0;0;0;0;2;0;0;0;0;1;0;0;0;0;1;1;1;5;1;1;2;1;1;1;2; ;2;1;0;0;0;1;1;13;1; ; ;1; ; ;1; ; ;0;0;1;0;3;2;2;4;3;2;1;0;4;4; ; ; ; ;6;2;2;3;4;1;1;4;1;5;4;5;3;2;1;3;3;3;5;2;1;5;5;5;5;5;2;1;1; ;1; ;1; ;2;1;2;3;2;4;4;4;4;2;5;1;2;2;1; ;1;1; ;1;1; ;1;2;12;1;1; ;1;1; ;1;1; ;1;0;1;1;1;1;0;0
7202;45;13;6;4513615;1;4;5;3;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;6;0;0;0;door mijn zus;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;9;0;0;iedereen;1;0;0;0;0;1;1;1;5;1;1;1;1;1;1;2; ;1;1;0;0;0;1;1;12;1; ; ;1; ; ;1;3; ;0;1;1;1;3;2;2;5;5;5;1;0;4;4; ; ; ; ;6;2;1;3;2;1;1;3;3;5;5;5;1;2;2;3;3;3;5;3;1;5;4;4;4;4;2;2;1; ;1; ;1; ;2;1;3;3;3;4;4;4;6;2;2;1;5;4;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1,8;1;1;0;0
7203;45;13;6;4513616;2;3;3;1;1;2;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;2;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;3;5;0;0;1;6;0;0;0;1;1;1;1;1;1;1;1;1;1;2; ;1;1;0;0;0;1;1;13;1; ; ;0; ; ;1;3; ;0;1;1;0;7;8;9;7;5;5;1;13;3;3; ; ; ; ;5;2;1;1;2;3;4;3;1;3;2;4;2;1;2;3;3;4;4;2;1;4;4;4;5;5;2;3;1; ;1; ;1; ;2;1;2;3;1;4;4;9;5;2;1;1;2;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1,6;1;1;0;0
7204;45;13;6;4513617;2;4;5;2;2;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;2;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;2;1;1;1;1;1;2; ;4;99;99;99;99;2;2;13;1; ; ;1; ; ;1;3; ;0;0;1;1;3;2;2;8;3;2;1;0;4;4; ; ; ; ;1;3;2;2;1;1;1;5;1;2;3;5;3;2;1;3;3;1;5;1;1;5;5;4;5;4;3;2;1; ;1; ;1; ;2;1;2;3;1;4;4;4;5;6;4;3;5;5;1; ;1;1; ;1;1; ;1;1; ;1;2;11;1;1; ;1;1; ;1;1;1;1,4;1;1;0;0
7205;45;13;6;4513618;2;2;1;3;1;1;1;1;1;2;1;2; ;1;1;0;0;0;0;0;0;3;0;0;0;0;1;9;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;1;1;1;1;2;3;2; ;1;1;0;0;0;1;1;14;1; ; ;1; ; ;1;3; ;0;0;1;1;8;2;2;8;3;5;1;0;1;1; ; ; ; ;1;4;2;4;2;1;1;4;1;4;3;5;2;2;3;3;2;2;4;2;2;4;5;5;5;5;2;3;1; ;1; ;1; ;2;1;2;2;2;4;4;4;3;2;7;1;5;2;1; ;1;1; ;1;1; ;1;1; ;1;2;99;9;1; ;1;1; ;1;1;1;1,2;1;1;0;0
7208;45;13;6;4513621;1;5;5;3;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;7;2;1;1;2;1;1;2; ;3;1;0;0;0;1;1;13;1; ; ;0; ; ;3; ; ;0;2;0;0;1;1;1;8;2;2;1;0;3;3; ; ; ; ;1;2;3;1;2;1;1;4;1;5;5;5;4;2;2;3;3;3;4;1;1;5;5;5;5;5;2;1;2;11;1; ;2;10;2;2;2;2;2;2;2;4;5;3;2;3;7;7;1; ;1;1; ;1;1; ;1;2;13;2;1; ;1;1; ;1;1; ;1;0;1;1;1;1;0;0
7210;45;13;6;4513623;2;5;5;3;1;1;1;1;2;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;6;2;1;2;1;1;2;2; ;2;3;0;0;0;1;2;12;1; ; ;1; ; ;1;3; ;0;0;1;1;6;2;2;5;3;2;1;16;5;5;zevende dags;adventisten; ; ;6;3;1;3;2;1;1;3;2;3;5;5;2;2;1;3;3;1;9;9;9;3;2;2;9;4;2;2;1; ;1; ;2;11;2;1;1;3;1;4;4;4;4;2;4;2;5;4;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;3,25;1;1;0;0
7213;45;13;6;4513626;2;4;5;1;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;2;1;1;1;1;1;2; ;1;1;0;0;0;1;1;13;1; ; ;1; ; ;1; ; ;0;0;2;0;8;2;2;8;3;2;1;0;3;3; ; ; ; ;3;2;2;3;2;1;1;3;2;4;4;5;2;2;1;3;3;1;3;1;2;5;4;4;5;5;2;2;1; ;1; ;1; ;1;1;1;3;1;4;4;4;3;2;3;2;5;4;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1,4;1;1;0;0
7214;45;13;6;4513627;2;4;4;2;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;3;5;0;de m.e. of politie;1;0;0;0;0;9;2;2;6;4;4;1;1;5;2;2; ;3;9;0;0;0;2;2;11;1; ; ;1; ; ;1;3; ;0;1;1;0;7;2;2;6;2;2;1;4;5;5;E.B.G;0; ; ;6;2;1;2;1;1;1;3;1;5;4;5;5;2;2;4;2;2;2;2;2;5;5;5;5;5;2;1;1; ;1; ;1; ;2;1;2;3;1;4;4;4;5;6;6;3;5;4;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;2;6;1;2;10;1;1;2;1;1;1;0;0
7215;63;81;0;6381001;1;5;4;3;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;3;0;0;0;0;1;1;1;1;1;1;1;1;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;3;2;1;1;2;3;2; ;3;6;0;0;0;3;2;12;1; ; ;1; ; ;1; ; ;2;0;0;0;8;2;2;8;2;2;1;0;1;1; ; ; ; ;1;1;1;3;1;1;1;3;1;5;5;5;5;2;1;3;3;1;3;1;1;3;5;4;4;5;2;1;1; ;1; ;1; ;1;1;1;3;1;4;4;4;3;1;3;1;6;7;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1,8;1;1;0;0
7218;63;81;0;6381004;1;4;4;3;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;1;1;1;1;1;1;2; ;1;1;0;0;0;1;1;12;1; ; ;1; ; ;1; ; ;0;0;1;0;8;2;2;8;3;2;1;0;1;1; ; ; ; ;1;2;2;3;3;1;1;3;1;4;2;5;2;2;2;3;3;2;4;1;3;5;5;5;5;5;2;2;1; ;1; ;1; ;1;1;1;3;1;4;4;4;4;2;3;1;6;3;1; ;1;1; ;1;1; ;1;2;3;1;1; ;1;1; ;1;1; ;1;0;1;1;1;1;0;0
7222;63;81;0;6381008;2;3;4;3;2;2;1;1;1;2;2;2; ;2;2;4;0;0;0;0;0;5;0;0;0;0;2;1;1;1;2;2;4;5;5;0;0;0;0;8;0;0;0;0;3;0;0;0;0;3;0;0;0;0;2;0;0;0;0;6;3;3;5;1;1;1;1;1;1;2; ;4;6;0;0;0;2;2;12;1; ; ;1; ; ;1;3; ;1;0;0;1;8;2;2;8;3;4;1;0;6;6; ; ; ; ;1;2;2;3;1;1;1;3;1;5;4;5;5;2;1;2;2;1;3;1;2;5;5;5;5;5;3;3;1; ;1; ;2;99;1;2;1;3;1;4;4;4;3;3;5;2;7;6;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;1;1;0;0
7224;63;81;0;6381010;2;4;5;2;2;2;1;1;1;3;1;2; ;2;2;4;0;0;0;0;0;2;3;5;0;0;2;1;1;1;3;4;4;3;5;10;0;0;harder terugslaan;11;0;0;0;niets;1;0;0;0;0;9;0;0;0;iedereen;2;0;0;0;0;6;5;5;6;3;1;1;1;2;3;2; ;3;7;9;0;0;2;2;13;1; ; ;1; ; ;1;3; ;1;0;0;1;8;2;2;8;3;5;1;0;2;2; ; ; ; ;3;3;2;1;1;1;1;3;1;5;2;5;3;2;2;3;2;3;4;2;2;5;5;4;5;5;2;1;2;7;1; ;2;99;1;1;1;2;1;4;4;4;2;1;5;2;7;2;1; ;1;1; ;1;2;11;1;1; ;1;1; ;1;1; ;1;1; ;1;0;1;1,2;1;1;0;0
7225;63;81;0;6381011;2;4;4;3;2;2;1;1;2;1;1;2; ;1;1;2;0;0;0;0;0;1;0;0;0;0;2;1;1;1;1;1;2;3;7;9;0;0;0;3;8;0;0;0;2;0;0;0;0;2;3;0;0;0;2;0;0;0;0;5;3;5;2;2;2;2;2;3;2;2; ;3;6;9;0;0;2;2;12;1; ; ;1; ; ;3; ; ;0;0;0;2;5;2;2;4;3;2;1;0;1;1; ; ; ; ;1;4;3;3;2;1;2;3;1;9;3;9;9;2;2;3;3;1;3;2;2;4;5;3;4;3;2;2;2;11;1; ;2;11;2;2;1;2;2;4;2;4;2;2;4;2;7;6;1; ;1;2;11;2;2;12;2;2;11;1;2;10;1;2;11;1;1; ;1;1;5;2,2;1;1;0;0
7226;63;81;0;6381012;1;4;3;1;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;7;9;10;uitschelden,terugdoe;1;0;0;0;0;1;0;0;0;0;2;3;6;8;0;1;2;0;0;0;1;1;1;2;2;2;1;1;2;2;2; ;4;6;9;0;0;2;2;12;1; ; ;2; ; ;3; ; ;0;1;0;0;8;2;2;8;2;2;1;0;1;1; ; ; ; ;1;2;3;2;1;1;1;5;5;5;5;5;1;2;2;3;3;2;5;3;3;4;5;5;5;5;1;1;2;11;1; ;1; ;3;2;1;3;3;4;4;4;9;1;9;1;6;1;1; ;1;2;12;2;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;1;1,2;1;1;0;0
7227;63;81;0;6381013;1;4;4;3;4;4;1;1;1;5;4;2; ;2;2;3;4;5;0;0;0;2;3;0;0;0;2;1;1;1;2;2;4;4;5;9;0;0;0;3;8;0;0;0;8;0;0;0;0;2;4;8;0;0;2;0;0;0;0;5;2;4;7;4;1;1;2;5;5;2; ;4;4;6;9;0;3;2;13;1; ; ;0; ; ;1;3; ;2;2;0;1;99;99;9;8;5;2;14;0;7;7; ; ; ; ;1;3;3;4;1;2;1;5;5;5;4;5;3;1;3;3;2;2;2;1;3;3;4;3;5;5;2;2;1; ;1; ;1; ;2;2;2;2;3;3;3;4;2;1;6;2;7;3;2;13;2;2;12;2;2;13;2;1; ;1;1; ;1;1; ;1;1; ;1;0;3;2;3;0;0;1
7229;63;81;0;6381015;1;4;5;3;3;3;1;1;1;1;1;2; ;3;2;0;0;0;0;0;0;2;0;0;0;0;2;1;1;1;1;1;4;4;9;0;0;0;0;4;0;0;0;0;4;0;0;0;0;2;0;0;0;0;2;0;0;0;0;6;3;9;5;2;1;1;1;1;2;2; ;4;9;0;0;0;3;2;12;1; ; ;1; ; ;1;3; ;1;2;2;2;8;2;2;8;5;2;14;0;7;7; ; ; ; ;5;1;2;2;1;1;3;3;3;5;3;5;5;2;2;3;3;2;2;2;3;4;5;4;5;5;2;2;1; ;1; ;1; ;2;2;1;2;2;3;4;4;3;3;3;2;4;2;1; ;1;2;99;9;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;1;1,4;3;0;0;1
8001;56;12;4;5612401;2;5;4;1;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;5;0;0;0;1;0;0;0;0;1;1;1;5;1;1;1;1;1;1;2; ;1;1;0;0;0;1;1;13;1; ; ;1; ; ;1; ; ;0;0;1;0;8;2;2;8;2;5;1;14;1;7; ; ; ; ;1;3;4;1;1;1;1;5;1;5;2;4;1;2;1;3;3;1;5;2;2;4;5;4;5;5;2;2;2;12;2;13;1; ;2;3;3;2;3;4;1;4;4;1;7;5;6;3;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1,4;1;1;0;0
8005;56;12;4;5612405;1;4;2;3;2;2;1;1;1;2;2;2; ;3;3;0;0;0;0;0;0;1;0;0;0;0;3;1;1;1;1;3;4;3;10;0;0;0;vrienden om te vecht;8;11;0;0;agressief worden;8;0;0;0;0;5;0;0;0;0;9;0;0;0;99999999999999999999;1;1;1;5;1;1;1;1;1;2;2; ;3;9;0;0;0;2;2;13;1; ; ;2; ; ;1; ; ;1;0;0;0;8;1;1;8;2;2;1;0;1;1; ; ; ; ;99;4;4;2;1;1;2;5;3;5;5;5;3;1;2;5;3;1;5;3;4;3;5;3;5;5;2;1;2;12;2;12;2;12;2;2;1;3;2;4;3;4;2;1;1;1;7;4;1; ;1;2;12;2;2;12;2;2;12;2;1; ;1;2;11;1;1; ;1;1;4;1,8;1;1;0;0
8007;56;12;4;5612407;1;4;5;1;1;1;1;1;1;1;1;2; ;1;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;5;1;1;1;1;1;9;2; ;1;6;7;9;0;2;1;13;1; ; ;1; ; ;1;3; ;1;0;0;1;8;2;2;8;2;2;18;0;9;1; ; ; ; ;1;1;1;3;1;1;5;9;9;5;5;5;5;2;2;3;3;1;1;1;1;5;5;5;5;5;1;1;1; ;1; ;1; ;2;1;2;2;2;4;4;4;5;3;7;2;7;5;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;1; ;1;0;0;1;4;0;0;0
